,Age,Gender,O,C,E,A,N,Hassle,Severity
1101,21,Female,33,29,31,29,30,Trouble making decisions,4
1102,21,Female,33,29,31,29,30,Physical appearance,5
1103,21,Female,33,29,31,29,30,Not seeing people,1
1104,21,Female,33,29,31,29,30,Troubling thoughts about one’s future,3
1105,21,Female,33,29,31,29,30,Not enough personal energy,3
1106,21,Female,33,29,31,29,30,Concerns about getting ahead,2
1107,21,Female,33,29,31,29,30,Fear of confrontation,1
1108,21,Female,33,29,31,29,30,Wasting time,4
1109,21,Female,33,29,31,29,30,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
1110,21,Female,33,29,31,29,30,Not enough money for wants (entertainment and recreation),3
1111,21,Female,33,29,31,29,30,Concerns about owing money,5
1112,21,Female,33,29,31,29,30,Concerns about money for emergencies,5
1113,21,Female,33,29,31,29,30,Financial security,5
1114,21,Female,33,29,31,29,30,Not enough time to do things one needs to,5
1115,21,Female,33,29,31,29,30,Too many responsibilities,5
1116,21,Female,33,29,31,29,30,Not getting enough rest,1
1117,21,Female,33,29,31,29,30,Too many interruptions,5
1118,21,Female,33,29,31,29,30,Not enough time for entertainment and recreation,1
1119,21,Female,33,29,31,29,30,Too many meetings,5
1120,21,Female,33,29,31,29,30,Social obligations,5
1121,21,Female,33,29,31,29,30,Concerns about meeting high standards,5
1122,21,Female,33,29,31,29,30,Noise,5
1123,21,Female,33,29,31,29,30,Pollution,1
1124,21,Female,33,29,31,29,30,Crime,1
1125,21,Female,33,29,31,29,30,Traffic,4
1126,21,Female,33,29,31,29,30,Concerns about news events,1
1127,21,Female,33,29,31,29,30,Rising prices of common goods,1
1128,21,Female,33,29,31,29,30,Concerns about accidents,1
1129,21,Female,33,29,31,29,30,Yardwork or outside home maintenance,2
1130,21,Female,33,29,31,29,30,Overloaded with family responsibilities,2
1131,21,Female,33,29,31,29,30,Home maintenance (inside),2
1132,21,Female,33,29,31,29,30,Concerns about medical treatment,5
1133,21,Female,33,29,31,29,30,Physical illness,5
1134,21,Female,33,29,31,29,30,Side effects of medication,5
1135,21,Female,33,29,31,29,30,Concerns about health in general,5
1136,21,Female,33,29,31,29,30,Concerns about bodily functions,5
1137,21,Female,33,29,31,29,30,Dissatisfaction with academic performance,5
1138,21,Female,33,29,31,29,30,Challenges with instructors,5
1139,21,Female,33,29,31,29,30,Discontent with current academic responsibilities,5
1140,21,Female,33,29,31,29,30,Concerns regarding academic transitions,5
1141,21,Female,33,29,31,29,30,Difficulties with peers or classmates,5
1142,21,Female,33,29,31,29,30,Challenges in managing group projects,5
1143,21,Female,33,29,31,29,30,Getting late to class,5
1144,22,Female,32,42,25,37,18,Misplacing or losing things,5
1145,22,Female,32,42,25,37,18,Silly practical mistakes,2
1146,22,Female,32,42,25,37,18,Trouble with pets,1
1147,22,Female,32,42,25,37,18,Difficulties with friends,4
1148,22,Female,32,42,25,37,18,Regrets over past decision/s,3
1149,22,Female,32,42,25,37,18,Concerned about the meaning of life,3
1150,22,Female,32,42,25,37,18,Being lonely,4
1151,22,Female,32,42,25,37,18,Inability to express oneself,5
1152,22,Female,32,42,25,37,18,Fear of rejection,4
1153,22,Female,32,42,25,37,18,Trouble making decisions,4
1154,22,Female,32,42,25,37,18,Physical appearance,3
1155,22,Female,32,42,25,37,18,Not seeing people,4
1156,22,Female,32,42,25,37,18,Troubling thoughts about one’s future,4
1157,22,Female,32,42,25,37,18,Not enough personal energy,4
1158,22,Female,32,42,25,37,18,Concerns about getting ahead,4
1159,22,Female,32,42,25,37,18,Fear of confrontation,5
1160,22,Female,32,42,25,37,18,Wasting time,4
1161,22,Female,32,42,25,37,18,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
1162,22,Female,32,42,25,37,18,Not enough money for wants (entertainment and recreation),3
1163,22,Female,32,42,25,37,18,Concerns about owing money,4
1164,22,Female,32,42,25,37,18,Concerns about money for emergencies,5
1165,22,Female,32,42,25,37,18,Financial security,5
1166,22,Female,32,42,25,37,18,Not enough time to do things one needs to,5
1167,22,Female,32,42,25,37,18,Too many responsibilities,5
1168,22,Female,32,42,25,37,18,Not getting enough rest,4
1169,22,Female,32,42,25,37,18,Too many interruptions,4
1170,22,Female,32,42,25,37,18,Not enough time for entertainment and recreation,2
1171,22,Female,32,42,25,37,18,Too many meetings,5
1172,22,Female,32,42,25,37,18,Social obligations,4
1173,22,Female,32,42,25,37,18,Concerns about meeting high standards,5
1174,22,Female,32,42,25,37,18,Noise,3
1175,22,Female,32,42,25,37,18,Pollution,3
1176,22,Female,32,42,25,37,18,Crime,5
1177,22,Female,32,42,25,37,18,Traffic,5
1178,22,Female,32,42,25,37,18,Concerns about news events,4
1179,22,Female,32,42,25,37,18,Rising prices of common goods,4
1180,22,Female,32,42,25,37,18,Concerns about accidents,4
1181,22,Female,32,42,25,37,18,Yardwork or outside home maintenance,3
1182,22,Female,32,42,25,37,18,Overloaded with family responsibilities,4
1183,22,Female,32,42,25,37,18,Home maintenance (inside),2
1184,22,Female,32,42,25,37,18,Concerns about medical treatment,5
1185,22,Female,32,42,25,37,18,Physical illness,5
1186,22,Female,32,42,25,37,18,Side effects of medication,5
1187,22,Female,32,42,25,37,18,Concerns about health in general,5
1188,22,Female,32,42,25,37,18,Concerns about bodily functions,5
1189,22,Female,32,42,25,37,18,Dissatisfaction with academic performance,3
1190,22,Female,32,42,25,37,18,Challenges with instructors,4
1191,22,Female,32,42,25,37,18,Discontent with current academic responsibilities,5
1192,22,Female,32,42,25,37,18,Concerns regarding academic transitions,3
1193,22,Female,32,42,25,37,18,Difficulties with peers or classmates,4
1194,22,Female,32,42,25,37,18,Challenges in managing group projects,5
1195,22,Female,32,42,25,37,18,Getting late to class,5
1196,21,Male,35,30,21,31,26,Misplacing or losing things,4
1197,21,Male,35,30,21,31,26,Silly practical mistakes,2
1198,21,Male,35,30,21,31,26,Trouble with pets,2
1199,21,Male,35,30,21,31,26,Difficulties with friends,3
1200,21,Male,35,30,21,31,26,Regrets over past decision/s,4
1201,21,Male,35,30,21,31,26,Concerned about the meaning of life,3
1202,21,Male,35,30,21,31,26,Being lonely,4
1203,21,Male,35,30,21,31,26,Inability to express oneself,4
1204,21,Male,35,30,21,31,26,Fear of rejection,4
1205,21,Male,35,30,21,31,26,Trouble making decisions,5
1206,21,Male,35,30,21,31,26,Physical appearance,3
1207,21,Male,35,30,21,31,26,Not seeing people,3
1208,21,Male,35,30,21,31,26,Troubling thoughts about one’s future,5
1209,21,Male,35,30,21,31,26,Not enough personal energy,3
1210,21,Male,35,30,21,31,26,Concerns about getting ahead,4
1211,21,Male,35,30,21,31,26,Fear of confrontation,3
1212,21,Male,35,30,21,31,26,Wasting time,3
1213,21,Male,35,30,21,31,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",3
1214,21,Male,35,30,21,31,26,Not enough money for wants (entertainment and recreation),3
1215,21,Male,35,30,21,31,26,Concerns about owing money,3
1216,21,Male,35,30,21,31,26,Concerns about money for emergencies,3
1217,21,Male,35,30,21,31,26,Financial security,3
1218,21,Male,35,30,21,31,26,Not enough time to do things one needs to,5
1219,21,Male,35,30,21,31,26,Too many responsibilities,5
1220,21,Male,35,30,21,31,26,Not getting enough rest,4
1221,21,Male,35,30,21,31,26,Too many interruptions,3
1222,21,Male,35,30,21,31,26,Not enough time for entertainment and recreation,3
1223,21,Male,35,30,21,31,26,Too many meetings,3
1224,21,Male,35,30,21,31,26,Social obligations,3
1225,21,Male,35,30,21,31,26,Concerns about meeting high standards,4
1226,21,Male,35,30,21,31,26,Noise,3
1227,21,Male,35,30,21,31,26,Pollution,3
1228,21,Male,35,30,21,31,26,Crime,4
1229,21,Male,35,30,21,31,26,Traffic,3
1230,21,Male,35,30,21,31,26,Concerns about news events,2
1231,21,Male,35,30,21,31,26,Rising prices of common goods,2
1232,21,Male,35,30,21,31,26,Concerns about accidents,3
1233,21,Male,35,30,21,31,26,Yardwork or outside home maintenance,3
1234,21,Male,35,30,21,31,26,Overloaded with family responsibilities,3
1235,21,Male,35,30,21,31,26,Home maintenance (inside),3
1236,21,Male,35,30,21,31,26,Concerns about medical treatment,3
1237,21,Male,35,30,21,31,26,Physical illness,4
1238,21,Male,35,30,21,31,26,Side effects of medication,3
1239,21,Male,35,30,21,31,26,Concerns about health in general,3
1240,21,Male,35,30,21,31,26,Concerns about bodily functions,3
1241,21,Male,35,30,21,31,26,Dissatisfaction with academic performance,4
1242,21,Male,35,30,21,31,26,Challenges with instructors,3
1243,21,Male,35,30,21,31,26,Discontent with current academic responsibilities,4
1244,21,Male,35,30,21,31,26,Concerns regarding academic transitions,4
1245,21,Male,35,30,21,31,26,Difficulties with peers or classmates,4
1246,21,Male,35,30,21,31,26,Challenges in managing group projects,5
1247,21,Male,35,30,21,31,26,Getting late to class,2
1248,20,Genderfluid,39,31,28,28,27,Misplacing or losing things,5
1249,20,Genderfluid,39,31,28,28,27,Silly practical mistakes,3
1250,20,Genderfluid,39,31,28,28,27,Trouble with pets,3
1251,20,Genderfluid,39,31,28,28,27,Difficulties with friends,2
1252,20,Genderfluid,39,31,28,28,27,Regrets over past decision/s,5
1253,20,Genderfluid,39,31,28,28,27,Concerned about the meaning of life,4
1254,20,Genderfluid,39,31,28,28,27,Being lonely,4
1255,20,Genderfluid,39,31,28,28,27,Inability to express oneself,4
1256,20,Genderfluid,39,31,28,28,27,Fear of rejection,1
1257,20,Genderfluid,39,31,28,28,27,Trouble making decisions,3
1258,20,Genderfluid,39,31,28,28,27,Physical appearance,2
1259,20,Genderfluid,39,31,28,28,27,Not seeing people,4
1260,20,Genderfluid,39,31,28,28,27,Troubling thoughts about one’s future,4
1261,20,Genderfluid,39,31,28,28,27,Not enough personal energy,4
1262,20,Genderfluid,39,31,28,28,27,Concerns about getting ahead,4
1263,20,Genderfluid,39,31,28,28,27,Fear of confrontation,5
1264,20,Genderfluid,39,31,28,28,27,Wasting time,5
1265,20,Genderfluid,39,31,28,28,27,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
1266,20,Genderfluid,39,31,28,28,27,Not enough money for wants (entertainment and recreation),5
1267,20,Genderfluid,39,31,28,28,27,Concerns about owing money,5
1268,20,Genderfluid,39,31,28,28,27,Concerns about money for emergencies,4
1269,20,Genderfluid,39,31,28,28,27,Financial security,4
1270,20,Genderfluid,39,31,28,28,27,Not enough time to do things one needs to,5
1271,20,Genderfluid,39,31,28,28,27,Too many responsibilities,4
1272,20,Genderfluid,39,31,28,28,27,Not getting enough rest,5
1273,20,Genderfluid,39,31,28,28,27,Too many interruptions,5
1274,20,Genderfluid,39,31,28,28,27,Not enough time for entertainment and recreation,4
1275,20,Genderfluid,39,31,28,28,27,Too many meetings,5
1276,20,Genderfluid,39,31,28,28,27,Social obligations,4
1277,20,Genderfluid,39,31,28,28,27,Concerns about meeting high standards,2
1278,20,Genderfluid,39,31,28,28,27,Noise,5
1279,20,Genderfluid,39,31,28,28,27,Pollution,5
1280,20,Genderfluid,39,31,28,28,27,Crime,5
1281,20,Genderfluid,39,31,28,28,27,Traffic,5
1282,20,Genderfluid,39,31,28,28,27,Concerns about news events,4
1283,20,Genderfluid,39,31,28,28,27,Rising prices of common goods,5
1284,20,Genderfluid,39,31,28,28,27,Concerns about accidents,5
1285,20,Genderfluid,39,31,28,28,27,Yardwork or outside home maintenance,3
1286,20,Genderfluid,39,31,28,28,27,Overloaded with family responsibilities,3
1287,20,Genderfluid,39,31,28,28,27,Home maintenance (inside),2
1288,20,Genderfluid,39,31,28,28,27,Concerns about medical treatment,5
1289,20,Genderfluid,39,31,28,28,27,Physical illness,3
1290,20,Genderfluid,39,31,28,28,27,Side effects of medication,5
1291,20,Genderfluid,39,31,28,28,27,Concerns about health in general,4
1292,20,Genderfluid,39,31,28,28,27,Concerns about bodily functions,3
1293,20,Genderfluid,39,31,28,28,27,Dissatisfaction with academic performance,5
1294,20,Genderfluid,39,31,28,28,27,Challenges with instructors,5
1295,20,Genderfluid,39,31,28,28,27,Discontent with current academic responsibilities,4
1296,20,Genderfluid,39,31,28,28,27,Concerns regarding academic transitions,5
1297,20,Genderfluid,39,31,28,28,27,Difficulties with peers or classmates,2
1298,20,Genderfluid,39,31,28,28,27,Challenges in managing group projects,3
1299,20,Genderfluid,39,31,28,28,27,Getting late to class,1
1300,19,Female,31,32,25,29,29,Misplacing or losing things,2
1301,19,Female,31,32,25,29,29,Silly practical mistakes,2
1302,19,Female,31,32,25,29,29,Trouble with pets,1
1303,19,Female,31,32,25,29,29,Difficulties with friends,2
1304,19,Female,31,32,25,29,29,Regrets over past decision/s,3
1305,19,Female,31,32,25,29,29,Concerned about the meaning of life,3
1306,19,Female,31,32,25,29,29,Being lonely,3
1307,19,Female,31,32,25,29,29,Inability to express oneself,3
1308,19,Female,31,32,25,29,29,Fear of rejection,4
1309,19,Female,31,32,25,29,29,Trouble making decisions,3
1310,19,Female,31,32,25,29,29,Physical appearance,4
1311,19,Female,31,32,25,29,29,Not seeing people,3
1312,19,Female,31,32,25,29,29,Troubling thoughts about one’s future,3
1313,19,Female,31,32,25,29,29,Not enough personal energy,3
1314,19,Female,31,32,25,29,29,Concerns about getting ahead,3
1315,19,Female,31,32,25,29,29,Fear of confrontation,3
1316,19,Female,31,32,25,29,29,Wasting time,3
1317,19,Female,31,32,25,29,29,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",3
1318,19,Female,31,32,25,29,29,Not enough money for wants (entertainment and recreation),3
1319,19,Female,31,32,25,29,29,Concerns about owing money,3
1320,19,Female,31,32,25,29,29,Concerns about money for emergencies,3
1321,19,Female,31,32,25,29,29,Financial security,3
1322,19,Female,31,32,25,29,29,Not enough time to do things one needs to,4
1323,19,Female,31,32,25,29,29,Too many responsibilities,4
1324,19,Female,31,32,25,29,29,Not getting enough rest,3
1325,19,Female,31,32,25,29,29,Too many interruptions,3
1326,19,Female,31,32,25,29,29,Not enough time for entertainment and recreation,3
1327,19,Female,31,32,25,29,29,Too many meetings,2
1328,19,Female,31,32,25,29,29,Social obligations,2
1329,19,Female,31,32,25,29,29,Concerns about meeting high standards,4
1330,19,Female,31,32,25,29,29,Noise,2
1331,19,Female,31,32,25,29,29,Pollution,3
1332,19,Female,31,32,25,29,29,Crime,3
1333,19,Female,31,32,25,29,29,Traffic,3
1334,19,Female,31,32,25,29,29,Concerns about news events,4
1335,19,Female,31,32,25,29,29,Rising prices of common goods,4
1336,19,Female,31,32,25,29,29,Concerns about accidents,3
1337,19,Female,31,32,25,29,29,Yardwork or outside home maintenance,1
1338,19,Female,31,32,25,29,29,Overloaded with family responsibilities,2
1339,19,Female,31,32,25,29,29,Home maintenance (inside),2
1340,19,Female,31,32,25,29,29,Concerns about medical treatment,3
1341,19,Female,31,32,25,29,29,Physical illness,3
1342,19,Female,31,32,25,29,29,Side effects of medication,1
1343,19,Female,31,32,25,29,29,Concerns about health in general,3
1344,19,Female,31,32,25,29,29,Concerns about bodily functions,3
1345,19,Female,31,32,25,29,29,Dissatisfaction with academic performance,4
1346,19,Female,31,32,25,29,29,Challenges with instructors,3
1347,19,Female,31,32,25,29,29,Discontent with current academic responsibilities,3
1348,19,Female,31,32,25,29,29,Concerns regarding academic transitions,3
1349,19,Female,31,32,25,29,29,Difficulties with peers or classmates,2
1350,19,Female,31,32,25,29,29,Challenges in managing group projects,2
1351,19,Female,31,32,25,29,29,Getting late to class,1
1352,19,Female,37,32,31,31,31,Misplacing or losing things,5
1353,19,Female,37,32,31,31,31,Silly practical mistakes,4
1354,19,Female,37,32,31,31,31,Trouble with pets,3
1355,19,Female,37,32,31,31,31,Difficulties with friends,4
1356,19,Female,37,32,31,31,31,Regrets over past decision/s,4
1357,19,Female,37,32,31,31,31,Concerned about the meaning of life,4
1358,19,Female,37,32,31,31,31,Being lonely,5
1359,19,Female,37,32,31,31,31,Inability to express oneself,1
1360,19,Female,37,32,31,31,31,Fear of rejection,2
1361,19,Female,37,32,31,31,31,Trouble making decisions,4
1362,19,Female,37,32,31,31,31,Physical appearance,3
1363,19,Female,37,32,31,31,31,Not seeing people,1
1364,19,Female,37,32,31,31,31,Troubling thoughts about one’s future,5
1365,19,Female,37,32,31,31,31,Not enough personal energy,1
1366,19,Female,37,32,31,31,31,Concerns about getting ahead,1
1367,19,Female,37,32,31,31,31,Fear of confrontation,4
1368,19,Female,37,32,31,31,31,Wasting time,4
1369,19,Female,37,32,31,31,31,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
1370,19,Female,37,32,31,31,31,Not enough money for wants (entertainment and recreation),4
1371,19,Female,37,32,31,31,31,Concerns about owing money,2
1372,19,Female,37,32,31,31,31,Concerns about money for emergencies,1
1373,19,Female,37,32,31,31,31,Financial security,2
1374,19,Female,37,32,31,31,31,Not enough time to do things one needs to,2
1375,19,Female,37,32,31,31,31,Too many responsibilities,2
1376,19,Female,37,32,31,31,31,Not getting enough rest,3
1377,19,Female,37,32,31,31,31,Too many interruptions,3
1378,19,Female,37,32,31,31,31,Not enough time for entertainment and recreation,4
1379,19,Female,37,32,31,31,31,Too many meetings,2
1380,19,Female,37,32,31,31,31,Social obligations,1
1381,19,Female,37,32,31,31,31,Concerns about meeting high standards,1
1382,19,Female,37,32,31,31,31,Noise,4
1383,19,Female,37,32,31,31,31,Pollution,3
1384,19,Female,37,32,31,31,31,Crime,4
1385,19,Female,37,32,31,31,31,Traffic,3
1386,19,Female,37,32,31,31,31,Concerns about news events,1
1387,19,Female,37,32,31,31,31,Rising prices of common goods,3
1388,19,Female,37,32,31,31,31,Concerns about accidents,2
1389,19,Female,37,32,31,31,31,Yardwork or outside home maintenance,1
1390,19,Female,37,32,31,31,31,Overloaded with family responsibilities,1
1391,19,Female,37,32,31,31,31,Home maintenance (inside),1
1392,19,Female,37,32,31,31,31,Concerns about medical treatment,1
1393,19,Female,37,32,31,31,31,Physical illness,1
1394,19,Female,37,32,31,31,31,Side effects of medication,1
1395,19,Female,37,32,31,31,31,Concerns about health in general,1
1396,19,Female,37,32,31,31,31,Concerns about bodily functions,1
1397,19,Female,37,32,31,31,31,Dissatisfaction with academic performance,4
1398,19,Female,37,32,31,31,31,Challenges with instructors,2
1399,19,Female,37,32,31,31,31,Discontent with current academic responsibilities,5
1400,19,Female,37,32,31,31,31,Concerns regarding academic transitions,1
1401,19,Female,37,32,31,31,31,Difficulties with peers or classmates,5
1402,19,Female,37,32,31,31,31,Challenges in managing group projects,2
1403,19,Female,37,32,31,31,31,Getting late to class,1
1404,19,Female,36,33,28,28,23,Misplacing or losing things,2
1405,19,Female,36,33,28,28,23,Silly practical mistakes,2
1406,19,Female,36,33,28,28,23,Trouble with pets,1
1407,19,Female,36,33,28,28,23,Difficulties with friends,1
1408,19,Female,36,33,28,28,23,Regrets over past decision/s,2
1409,19,Female,36,33,28,28,23,Concerned about the meaning of life,2
1410,19,Female,36,33,28,28,23,Being lonely,1
1411,19,Female,36,33,28,28,23,Inability to express oneself,1
1412,19,Female,36,33,28,28,23,Fear of rejection,2
1413,19,Female,36,33,28,28,23,Trouble making decisions,1
1414,19,Female,36,33,28,28,23,Physical appearance,2
1415,19,Female,36,33,28,28,23,Not seeing people,1
1416,19,Female,36,33,28,28,23,Troubling thoughts about one’s future,3
1417,19,Female,36,33,28,28,23,Not enough personal energy,2
1418,19,Female,36,33,28,28,23,Concerns about getting ahead,1
1419,19,Female,36,33,28,28,23,Fear of confrontation,1
1420,19,Female,36,33,28,28,23,Wasting time,3
1421,19,Female,36,33,28,28,23,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",2
1422,19,Female,36,33,28,28,23,Not enough money for wants (entertainment and recreation),2
1423,19,Female,36,33,28,28,23,Concerns about owing money,1
1424,19,Female,36,33,28,28,23,Concerns about money for emergencies,1
1425,19,Female,36,33,28,28,23,Financial security,2
1426,19,Female,36,33,28,28,23,Not enough time to do things one needs to,3
1427,19,Female,36,33,28,28,23,Too many responsibilities,2
1428,19,Female,36,33,28,28,23,Not getting enough rest,3
1429,19,Female,36,33,28,28,23,Too many interruptions,2
1430,19,Female,36,33,28,28,23,Not enough time for entertainment and recreation,2
1431,19,Female,36,33,28,28,23,Too many meetings,3
1432,19,Female,36,33,28,28,23,Social obligations,1
1433,19,Female,36,33,28,28,23,Concerns about meeting high standards,2
1434,19,Female,36,33,28,28,23,Noise,2
1435,19,Female,36,33,28,28,23,Pollution,3
1436,19,Female,36,33,28,28,23,Crime,3
1437,19,Female,36,33,28,28,23,Traffic,3
1438,19,Female,36,33,28,28,23,Concerns about news events,2
1439,19,Female,36,33,28,28,23,Rising prices of common goods,2
1440,19,Female,36,33,28,28,23,Concerns about accidents,2
1441,19,Female,36,33,28,28,23,Yardwork or outside home maintenance,2
1442,19,Female,36,33,28,28,23,Overloaded with family responsibilities,2
1443,19,Female,36,33,28,28,23,Home maintenance (inside),2
1444,19,Female,36,33,28,28,23,Concerns about medical treatment,1
1445,19,Female,36,33,28,28,23,Physical illness,1
1446,19,Female,36,33,28,28,23,Side effects of medication,1
1447,19,Female,36,33,28,28,23,Concerns about health in general,1
1448,19,Female,36,33,28,28,23,Concerns about bodily functions,2
1449,19,Female,36,33,28,28,23,Dissatisfaction with academic performance,2
1450,19,Female,36,33,28,28,23,Challenges with instructors,3
1451,19,Female,36,33,28,28,23,Discontent with current academic responsibilities,2
1452,19,Female,36,33,28,28,23,Concerns regarding academic transitions,2
1453,19,Female,36,33,28,28,23,Difficulties with peers or classmates,2
1454,19,Female,36,33,28,28,23,Challenges in managing group projects,1
1455,19,Female,36,33,28,28,23,Getting late to class,1
